user_id,account_ref,as_of,currency,asset_name,symbol,instrument_type,price,change_1h_pct,change_24h_pct,change_7d_pct,holdings_value,amount,avg_buy_price,profit_loss_value,profit_loss_pct,asset_class,chain,address,tx_hash,block_number,log_index,external_id,venue,protocol,counterparty,fee_amount,fee_symbol,raw_json
prototype,btc:1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,2026-04-28T22:14:18Z,USD,Bitcoin,BTC,spot,,,,,,57.19112402,,,,crypto,BTC,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,,,,,,,,,,"{""address"":""1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa"",""chain_stats"":{""funded_txo_count"":74502,""funded_txo_sum"":5719112402,""spent_txo_count"":0,""spent_txo_sum"":0,""tx_count"":62708},""mempool_stats"":{""funded_txo_count"":7,""funded_txo_sum"":3822,""spent_txo_count"":0,""spent_txo_sum"":0,""tx_count"":7}}"
