user_id,account_ref,timestamp,activity_type,asset_name,symbol,instrument_type,amount,price,value,currency,profit_loss_value,profit_loss_pct,holdings_after,asset_class,chain,address,tx_hash,block_number,log_index,external_id,venue,protocol,counterparty,fee_amount,fee_symbol,raw_json
prototype,sol:AwA1urYEnZpCQfkB9w9rFAhTSicqniimBfu9yNnuZTSf,2026-04-28T21:58:54Z,withdrawal,Solana,SOL,spot,0.002367936,,,USD,,,,crypto,SOL,AwA1urYEnZpCQfkB9w9rFAhTSicqniimBfu9yNnuZTSf,4Y7gcB4snqcw7qEdUeNwVDbibW8zLzXMemjNkSfJoso14qPnZ5TW8bWaKX1RSCkCQA8vR4WF1v4zQfkCW8vMdWpK,416305422,,4Y7gcB4snqcw7qEdUeNwVDbibW8zLzXMemjNkSfJoso14qPnZ5TW8bWaKX1RSCkCQA8vR4WF1v4zQfkCW8vMdWpK,,,,0.000005301,SOL,"{""err"":null,""signature"":""4Y7gcB4snqcw7qEdUeNwVDbibW8zLzXMemjNkSfJoso14qPnZ5TW8bWaKX1RSCkCQA8vR4WF1v4zQfkCW8vMdWpK"",""slot"":416305422}"
prototype,sol:AwA1urYEnZpCQfkB9w9rFAhTSicqniimBfu9yNnuZTSf,2026-04-28T21:54:09Z,deposit,Solana,SOL,spot,0.02,,,USD,,,,crypto,SOL,AwA1urYEnZpCQfkB9w9rFAhTSicqniimBfu9yNnuZTSf,53Ao8cMaMveGooVPuzzWZibSYEXfxzwALxHKhQMGHSwePR8FUMEDqyYSb1fwkcL9wQ5KrpcPURRzK6AN5tkR5W22,416304698,,53Ao8cMaMveGooVPuzzWZibSYEXfxzwALxHKhQMGHSwePR8FUMEDqyYSb1fwkcL9wQ5KrpcPURRzK6AN5tkR5W22,,,FVYXLzwdqfdoipSGM8ofGW6u61yw2VDzWCKGh1hyeN2R,0.000010301,SOL,"{""err"":null,""signature"":""53Ao8cMaMveGooVPuzzWZibSYEXfxzwALxHKhQMGHSwePR8FUMEDqyYSb1fwkcL9wQ5KrpcPURRzK6AN5tkR5W22"",""slot"":416304698}"
