user_id,account_ref,timestamp,activity_type,asset_name,symbol,instrument_type,amount,price,value,currency,profit_loss_value,profit_loss_pct,holdings_after,asset_class,chain,address,tx_hash,block_number,log_index,external_id,venue,protocol,counterparty,fee_amount,fee_symbol,raw_json
prototype,btc:1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,2026-04-28T22:14:20Z,deposit,Bitcoin,BTC,spot,0.00000546,,,USD,,,,crypto,BTC,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,4f700a3094afb6f20ff5f941549f1f05932887b76d688fb021e7c4cf49144db1,,,4f700a3094afb6f20ff5f941549f1f05932887b76d688fb021e7c4cf49144db1,,,,,,"{""received_sats"":546,""spent_sats"":0,""txid"":""4f700a3094afb6f20ff5f941549f1f05932887b76d688fb021e7c4cf49144db1""}"
prototype,btc:1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,2026-04-28T22:14:20Z,deposit,Bitcoin,BTC,spot,0.00000546,,,USD,,,,crypto,BTC,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,454c86dab25d610aafabfe05aeb434ade1cddf66e1abe2cec0709661d82923b5,,,454c86dab25d610aafabfe05aeb434ade1cddf66e1abe2cec0709661d82923b5,,,,,,"{""received_sats"":546,""spent_sats"":0,""txid"":""454c86dab25d610aafabfe05aeb434ade1cddf66e1abe2cec0709661d82923b5""}"
