user_id,account_ref,as_of,currency,asset_name,symbol,instrument_type,price,change_1h_pct,change_24h_pct,change_7d_pct,holdings_value,amount,avg_buy_price,profit_loss_value,profit_loss_pct,asset_class,chain,address,tx_hash,block_number,log_index,external_id,venue,protocol,counterparty,fee_amount,fee_symbol,raw_json
prototype,eth:0x00000000219ab540356cBB839Cbe05303d7705Fa,2026-04-28T22:14:20Z,USD,Ethereum,ETH,spot,,,,,,84329044.26622845349410723,,,,crypto,ETH,0x00000000219ab540356cBB839Cbe05303d7705Fa,,,,,,,,,,"{""id"":1,""jsonrpc"":""2.0"",""result"":""0x45c15ea65ccd82e46e2c5e""}"
